។ល។	/laʔ/
អត់សូវ	/ʔɑt səv/
អត់អំពើ	/ʔɑt ʔɑmpǝǝ/
អត់អីណាអី	/ʔɑt ʔəy naa ʔəy/
អត់អីទេ	/ʔɑt ʔəy tee/
អត់អីអេ	/ʔɑt ʔəy ʔee/
អត់អីអេ៎	/ʔɑt ʔəy ʔee/
អតិថិជន	/ʔaʔteʔtʰeʔ cɔɔn/
អត្តសញ្ញាណប័ណ្ណ	/ʔattaʔsaɲɲaan ban/
អត្ថន័យ	/ʔattʰaʔney/
អត្ថប្រយោជន៍	/ʔattʰaʔprɑyaoc/
អធ្រាត្រ	/ʔaʔtriet/
អនឡាញ	/ʔɑɑnlaaɲ/
អនាគត	/ʔaʔnaakʊət/
អនាម័យ	/ʔaʔnaamay/
អនុញ្ញាត	/ʔaʔnuɲɲaat/
អនុវត្ត	/ʔaʔnuʔvoat/
អនុស្សាវរីយ៍	/ʔaʔnuhsaavaʔrii/
អន្ទិត	/ʔɑntɨt/
អន្ធិល	/ʔɑntʰɨl/
អន្លក់	/ʔɑnlʊək/
អប	/ʔɑɑp/
អប់រំ	/ʔɑp rum/
អបអរ	/ʔɑɑp ʔɑɑ/
អបអរសាទរ	/ʔɑɑp ʔɑɑ saatɔɔ/
អបិយជំនឿ	/ʔappəyyeaʔ cumnɨə/
អំបិល	/ʔɑmbəl/
អំបូង	/ʔɑmbouŋ/
អំបែង	/ʔɑmbaeŋ/
អំបោះ	/ʔɑmbɑh/
អំបោស	/ʔɑmbaoh/
អផ្សុក	/ʔapsok/
អំពី	/ʔɑmpii/
អំពូល	/ʔɑmpuul/
អំពូលភ្លើង	/ʔɑmpuul pləəŋ/
អំពូលម៉ែត្រ	/ʔɑmpuul maet/
អំពើ	/ʔɑmpəə/
អំពើល្អ	/ʔɑmpǝǝ lʔɑɑ/
អំពៅ	/ʔɑmpɨv/
អភិវឌ្ឍ	/ʔaʔpʰiʔvoat/
អម្បាញ់មិញ	/ʔɑmbaɲ mɨɲ/
អរគុណ	/ʔɑɑ kun/
អរុណសួស្ដី	/ʔaʔrun suǝsdǝy/
អរូបី	/ʔaʔruupǝy/
អស់	/ʔɑh/
អស់កម្លាំង	/ʔɑh kɑmlaŋ/
អសន្តិសុខ	/ʔaʔsɑnteʔsok/
អស់រលីង	/ʔɑh rɔliiŋ/
អស់សំណើច	/ʔɑh sɑmnaəc/
អស់សាំង	/ʔɑh saŋ/
អសុរោះ	/ʔaʔsoʔrɑh/
អំឡុង	/ʔɑmloŋ/
អា	/ʔaa/
អា	/ʔaa/
អា	/ʔaa/
អា៎	/ʔaa/
អាកប្បកិរិយា	/ʔaakappaʔkeʔriʔyaa/
អាក់អន់ស្រពន់ចិត្ត	/ʔak ʔɑn srɑpʊən cət/
អាការៈ	/ʔaakaa/, /ʔaakaaraʔ/
អាកាស	/ʔaakaah/
អាកាសធាតុ	/ʔaakaasaʔtʰiet/
អាក្រក់	/ʔaakrɑk/
អាខោន	/ʔaakʰaon/
អាគុយ	/ʔaakuy/
អាគ្នេយ៍	/ʔaknee/
អាង	/ʔaaŋ/
អាំង	/ʔaŋ/
អាច	/ʔaac/
អាជីព	/ʔaaciip/
អាទិត្យ	/ʔaatɨt/
អាទិភាព	/ʔaatɨʔpʰiep/
អាន	/ʔaan/
អានេះ	/ʔaa nih/
អានោះ	/ʔaa nuh/
អាប់	/ʔap/
អាប់ដេត	/ʔapdeet/
អាប់ឱនកិត្តិយស	/ʔap ʔaon ketteʔ yʊəh/
អាពាហ៍ពិពាហ៍	/ʔaapie piʔpie/
អាពួកម៉ាក	/ʔaa puək maak/
អាម៉ាហ្ស៉ូន	/ʔaamaasɑn/
អាមេរិក	/ʔaameerik/
អាយហ្វូន	/ʔaay foun/
អាយុ	/ʔaayuʔ/
អារក្សអ្នកតា	/ʔaarak neak taa/, /ʔaareak neak taa/
អារម្មណ៍	/ʔaarɑm/
អាល់កុល	/ʔal ko/
អាលុយមីញ៉ូម	/ʔaaluymiiɲoum/
អាវ	/ʔaav/
អាវធំ	/ʔaav tʰom/
អាវយឺត	/ʔaav yɨɨt/
អាវរងា	/ʔaav rɔŋie/
អាវសាច់ក្រណាត់	/ʔaav sac krɑnat/
អាសន្នអន្ធក្រ	/ʔaasɑn ʔɑn krɑɑ/
អាសយដ្ឋាន	/ʔaasaʔyattʰaan/
អាស៊ី	/ʔaazii/
អាស៊ីត	/ʔaasiit/
អាស្រ័យ	/ʔaasray/
អាហារ	/ʔaahaa/
អាហារដ្ឋាន	/ʔaahaa tʰaan/
អាហារសម្រន់	/ʔaahaa sɑmrɑn/
អាហ្នឹង	/ʔaa nɨŋ/
អាឡូ	/ʔaalou/
អាឡែង	/ʔaalaeŋ/
អាឡែងតា	/ʔaalaeŋ taa/
អី	/ʔəy/
អ៊ី	/ʔii/
អីគេ	/ʔəy kee/
អីចឹង	/ʔəycəŋ/
អីទៅ	/ʔəy tɨv/
អ៊ីនធឺណិត	/ʔintʰɨɨnet/
អ៊ីម៉ែល	/ʔiimael/
អីយ៉ាស់	/ʔəy yah/
អីវ៉ាន់	/ʔəyvan/
អ៊ីអន	/ʔii ʔɑɑn/
អឹម	/ʔəm/
អ៊ឹស	/ʔɨh/
អឺ	/ʔəɨ/
អឺះ	/ʔɨh/
អ៊ឺ	/ʔɨɨ/
អឺរ៉ុប	/ʔəɨrop/
អឺអើ	/ʔəɨ ʔaə/
អុំ	/ʔom/
អ៊ុះ	/ʔuh/
អុជ	/ʔoc/
អុជៗ	/ʔoc ʔoc/
អ៊ុត	/ʔut/
អុំទូក	/ʔom tuuk/
អ៊ុនៗ	/ʔun ʔun/
អុស	/ʔoh/
អូ	/ʔou/
អូ៎	/ʔou/
អូខេ	/ʔou kʰee/
អូតូម៉ាទិច	/ʔoutoumaatɨc/
អូតែល	/ʔoutael/
អូន	/ʔoun/
អូយ	/ʔooy/
អ៊ូយ	/ʔouy/
អូស	/ʔouh/
អូស្ត្រាលី	/ʔoostraalii/
អូហ្វីស	/oufiih/
អ៊ើ	/ʔəə/
អើយ	/ʔaəy/, /ʔəəy/
អៀន	/ʔiǝn/
អៀម	/ʔiǝm/
អេ	/ʔee/
អេ៎	/ʔee/
អេក្រង់	/ʔeekrɑŋ/
អេធីអឹម	/ʔee tʰii ʔəm/
អេប៉ុង	/ʔeepoŋ/
អេឡិចត្រូនិច	/eeləttrounɨt/
អេ៎អី	/ʔee ʔəy/
អែប	/ʔaep/
អ្នក	/neak/
អ្នកកំប្លែង	/neak kɑmplaeŋ/
អ្នកចំការ	/neak cɑmkaa/
អ្នកចម្រៀង	/neak cɑmriəŋ/
អ្នកជំងឺ	/neak cumŋɨɨ/
អ្នកជិតខាង	/neak cɨt kʰaaŋ/
អ្នកដំណើរ	/neak dɑmnaə/
អ្នកដទៃ	/neak dɑtey/
អ្នកឌុប	/neak dup/
អ្នកណា	/neak naa/
អ្នកទទួល	/neak tɔtuəl/
អ្នកទទួលភ្ញៀវ	/neak tɔtuəl pɲiəv/
អ្នកទិញ	/neak tɨɲ/
អ្នកទេសចរណ៍	/neak teehsaʔcɑɑ/
អ្នកធ្វើការ	/neak tvəə kaa/
អ្នកបម្រើ	/neak bɑmraə/
អ្នកបើកបរ	/neak baək bɑɑ/
អ្នករត់តុ	/neak rʊət tok/
អ្នករត់ម៉ូតូឌុប	/neak rʊət moutou dup/
អ្នករត់សំបុត្រ	/neak rʊət sɑmbot/
អ្នកលក់	/neak lʊək/
អ្នកស្រែ	/neak srae/
អ្វី	/ʔvəy/
អ្វីមួយ	/ʔvǝymuǝy/
ឥដ្ឋ	/ʔət/
ឥត	/ʔət/
ឥរិយាបថ	/ʔeʔreʔyaabɑt/
ឥឡូវ	/ʔləv/, /ʔiʔləv/, /ʔəyləv/
ឥឡូវនេះ	/ʔləv nih/, /ʔiʔləv nih/, /ʔəyləv nih/
ឥឡូវហ្នឹង	/ʔləv nɨŋ/, /ʔiʔləv nɨŋ/, /ʔəyləv nɨŋ/
ឧទាហរណ៍	/ʔuʔtiehɑɑ/
ឧទ្ទិស	/ʔuttɨh/
ឧបករណ៍	/ʔuʔpaʔkɑɑ/
ឧបសគ្គ	/ʔuʔpaʔsak/
ឧបាសក	/ʔuʔbaasɑk/
ឧស្ម័ន	/ʔusman/
ឧស្សាហ៍	/ʔussaa/
ឪពុក	/ʔǝv puk/
ឪពុកម្ដាយ	/ʔǝv puk mdaay/
ឪឡឹក	/ʔǝv lǝk/
ឫស	/rɨh/
ឬ	/rɨɨ/
ឬក៏	/rɨɨ kɑɑ/
ឬនៅ	/rɨɨ nɨv/
ឮ	/lɨɨ/
ឮសូរ	/lɨɨ sou/
ឯ	/ʔae/
ឯកសណ្ឋាន	/ʔaek sɑntʰaan/
ឯកសារ	/ʔaekaʔsaa/
ឯកា	/ʔaekaa/
ឯង	/ʔaeŋ/
ឯណា	/ʔaenaa/
ឱ	/ʔao/
ឱកាស	/ʔaokaah/
ឱន	/ʔaon/
ឱប	/ʔaop/
ឱបដៃ	/ʔaop day/
ឱសថស្ថាន	/ʔao sɑɑ tʰɑɑ stʰaan/
ឲ្យ	/ʔaoy/
ឲ្យឈឹង	/ʔaoy cʰɨŋ/
ឲ្យតែ	/ʔaoy tae/
ឲ្យពរ	/ʔaoy pɔɔ/
